KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記,目
349,ハコフグ科,Ostraciidae,ミナミハコフグ,Ostracion cubicum Linnaeus 1758,"
Ostracionが中性属名のため，種小名の語尾は変化させるべき；三浦（2012）「知念市場の魚」，沖縄島；本村ほか（2013）「硫黄島・竹島の魚類」；本村（2015）「琉球列島の魚類多様性」，屋久島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；百田・宗原（2017）北大水産紀要59:1-17，函館市臼尻；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；小枝ほか（2020）「大隅市場魚類図鑑」；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；下瀬（2021）「沖縄さかな図鑑」，沖縄県；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾；外山ほか（2025）Ichthy, Nat Hist Fish Jpn 52:13-45，茨城県平磯海岸；木村・笹木（2025）「三重県の魚類図鑑」；Sonoyama et al (2025) Univ Mus, Univ Tokyo Material Rep 139:137-145，八丈島，神奈川県，静岡県，兵庫県，奄美大島，石垣島
",Minamihakofugu,"フグ目
Tetraodontiformes"
349,ハコフグ科,Ostraciidae,ハコフグ,Ostracion immaculatum Temminck & Schlegel 1850,"
三浦（2012）「知念市場の魚」，沖縄島；本村ほか（2013）「硫黄島・竹島の魚類」；大河ほか（2014）黒潮の資源海洋研究15:95-104，高知県；岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Kuriiwa et al (2014) CheckList 10:1479-1501，豆南諸島；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；本村（2015）「琉球列島の魚類多様性」，屋久島；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島・黒島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；栗原ほか（2022）「延岡水辺の生き物案内」，宮崎県延岡市；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；畠中ほか（2025）Ichthy, Nat Hist Fish Jpn 56:8-30，宇治群島；木村・笹木（2025）「三重県の魚類図鑑」；Sonoyama et al (2025) Univ Mus, Univ Tokyo Material Rep 139:137-145，千葉県，東京，八丈島，神奈川県，和歌山県，長崎県，石垣島；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Hakofugu,"フグ目
Tetraodontiformes"
349,ハコフグ科,Ostraciidae,クロハコフグ,Ostracion meleagris Shaw 1796,"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Koeda & Akita (2018) Fauna Ryukyuana 41:1-9，与那国島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；Koide & Sakai (2021) Ichthyol Res doi:10.1007/s10228-021-00800-x，食性（屋久島，口永良部島）；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島，江仁屋離島；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；吉田ほか（2025）Ichthy, Nat Hist Fish Jpn 53:23-39，薩摩半島；Sonoyama et al (2025) Univ Mus, Univ Tokyo Material Rep 139:137-145，沖縄島
",Kurohakofugu,"フグ目
Tetraodontiformes"
349,ハコフグ科,Ostraciidae,テングハコフグ,Ostracion rhinorhynchos Bleeker 1851,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；木村・笹木（2025）「三重県の魚類図鑑」
",Tenguhakofugu,"フグ目
Tetraodontiformes"
349,ハコフグ科,Ostraciidae,ラクダハコフグ,Tetrosomus gibbosus (Linnaeus 1758),"
三木ほか（2017）日本生物地理学会会報71:63-67，宮崎県門川湾（日本初記録）；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；本村（2018）鹿児島大学総合研究博物館NewsLetter 43:2-7，薩摩半島西岸；村瀬ほか（2019）「門川の魚類」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；井藤（2025）Ichthy, Nat Hist Fish Jpn 58:22-25，徳島県
",Rakudahakofugu,"フグ目
Tetraodontiformes"
349,ハコフグ科,Ostraciidae,ハマフグ,Tetrosomus reipublicae (Whitley 1930),"
玉井ほか（2012）豊橋市自然史博物館研報22:33-40，愛知県渥美半島沖；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾；木村・笹木（2025）「三重県の魚類図鑑」；Sonoyama et al (2025) Univ Mus, Univ Tokyo Material Rep 139:133-136，神奈川県，三重県，和歌山県，京都，高知県，長崎県，宮崎県，鹿児島県；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Hamafugu,"フグ目
Tetraodontiformes"
350,ウチワフグ科,Triodontidae,ウチワフグ,Triodon macropterus Lesson 1829,"
三浦（2012）「知念市場の魚」，沖縄島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；望月ほか（2021）Ichthy, Nat Hist Fish Jpn 15:27-32，草垣群島，トカラ列島平島，奄美大島，与論島；Bemis et al (2023) Ichthyol & Herpetol 111:222-240，与論島，沖縄島，八重山諸島；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；木村・笹木（2025）「三重県の魚類図鑑」；和田ほか（2025）Mikuraensis 14:5-54，御蔵島
",Uchiwafugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,アラレフグ,Arothron caeruleopunctatus Matsuura 1994,"
Koeda et al (2016) Fishes of Yonaguni，与那国島；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Ararefugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ナガレモヨウフグ,Arothron carduus (Cantor 1849),"
Miyazawa (2020) Sci Adv 6:eabb9107，ナガレモヨウフグはモヨウフグとワモンフグの交雑個体（種として確立している可能性は低い）
",Nagaremoyofugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ホシフグ,Arothron firmamentum (Temminck & Schlegel 1850),"
本村ほか（2013）「硫黄島・竹島の魚類」；清水（2013）南予生物17:14-35，愛媛県瀬戸内海；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；福井・本村（2017）Nat Kagoshima 43:243-247，臥蛇島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Motomura (2020) Ichthyofaunal Studies in the Tokara Is，臥蛇島；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島黒島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；木村・笹木（2025）「三重県の魚類図鑑」
",Hoshifugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,サザナミフグ,Arothron hispidus (Linnaeus 1758),"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；武内ほか（2011）近畿大学農学部紀要44:63-87，和歌山県；三浦（2012）「知念市場の魚」，沖縄島；山田・工藤（2012）神奈川県自然誌資料33:113-116，相模湾；大河ほか（2014）黒潮の資源海洋研究15:95-104，高知県；Kuriiwa et al (2014) CheckList 10:1479-1501，豆南諸島；Koeda et al (2016) Fishes of Yonaguni，与那国島；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；本村ほか（2020）「高尾野川河口の生きもの」；小枝ほか（2020）「大隅市場魚類図鑑」；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；下瀬（2021）「沖縄さかな図鑑」，沖縄県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；井藤ほか（2024）徳島県立博物館研究報告34:41-64，徳島県伊勢田川；浜橋・吉田（2024）Ichthy, Nat Hist Fish Jpn 48:64-68，兵庫県；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；畠中ほか（2025）Ichthy, Nat Hist Fish Jpn 56:8-30，宇治群島；木村・笹木（2025）「三重県の魚類図鑑」；和田ほか（2025）Mikuraensis 14:5-54，御蔵島；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Sazanamifugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,カスミフグ,Arothron immaculatus (Bloch & Schneider 1801),"
Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；山川ほか（2020）神奈川自然誌資料41:71-82，相模湾；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；木村・笹木（2025）「三重県の魚類図鑑」
",Kasumifugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,スジモヨウフグ,Arothron manilensis (Marion de Procé 1822),"
武内ほか（2011）近畿大学農学部紀要44:63-87，石垣島；山田・工藤（2012）神奈川県自然誌資料33:113-116，相模湾；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；小枝ほか（2020）「大隅市場魚類図鑑」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；井上ほか（2021）Ichthy, Nat Hist Fish Jpn 10:21-38，高知市；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；吉田ほか（2025）Ichthy, Nat Hist Fish Jpn 53:23-39，薩摩半島；木村・笹木（2025）「三重県の魚類図鑑」
",Sujimoyofugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ケショウフグ,Arothron mappa (Lesson 1831),"
三浦（2012）「知念市場の魚」，沖縄島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；本村ほか（2019）「奄美群島の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾；吉田ほか（2025）Ichthy, Nat Hist Fish Jpn 53:23-39，薩摩半島；木村・笹木（2025）「三重県の魚類図鑑」
",Keshofugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ミゾレフグ,Arothron meleagris (Anonymous 1798),"
本村ほか（2013）「硫黄島・竹島の魚類」；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；小枝ほか（2020）「大隅市場魚類図鑑」；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；萩原（2022）横須賀市博物館資料集46:1-127，加計呂麻島
",Mizorefugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,タスジフグ,Arothron multilineatus Matsuura 2016,"
Matsuura (2016) Ichthyol Res doi:10.1007/s10228-016-0517-8，沖縄県瀬底島，鹿児島県本土，宮崎県；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Miyazawa (2020) Sci Adv 6:eabb9107，タスジフグはモヨウフグとワモンフグの交雑個体（種として確立している可能性は低い；少なくともタイプ標本のDNAは交雑個体を示す）；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾（交雑個体として）
",Tasujifugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,コクテンフグ,Arothron nigropunctatus (Bloch & Schneider 1801),"
三浦（2012）「知念市場の魚」，沖縄島；岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；萩原（2022）横須賀市博物館資料集46:1-127，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；出羽ほか（2022）Ichthy, Nat Hist Fish Jpn 27:15-31，大隅諸島黒島；佐藤ほか（2023）Ichthy, Nat Hist Fish Jpn 32:7-12，硫黄島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Kokutenfugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ワモンフグ,Arothron reticularis (Bloch & Schneider 1801),"
Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝・今北（2020）Kuroshio Biosphere 7:18-21，高知県；赤池ほか（2021）Ichthy, Nat Hist Fish Jpn 13:18-35，沖永良部島；是枝ほか（2022）Ichthy, Nat Hist Fish Jpn 17:20-38，薩摩半島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；増田（2022）姫路市立水族館だより77:2-4，播磨灘；古橋ほか（2023）Ichthy, Nat Hist Fish Jpn 29:20-33，屋久島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；是枝・本村（2024）Ichthy, Nat Hist Fish Jpn 40:22-27，奄美大島；是枝ほか（2025）Ichthy, Nat Hist Fish Jpn 55:15-22，石垣島
",Wamonfugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,モヨウフグ,Arothron stellatus (Anonymous 1798),"
三浦（2012）「知念市場の魚」，沖縄島；山田ほか（2014）神奈川自然誌資料35:41-44，相模湾；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島or加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；増田（2022）姫路市立水族館だより77:2-4，播磨灘；近藤ほか（2022）Ichthy, Nat Hist Fish Jpn 18:34-36，千葉県館山；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾；木村・笹木（2025）「三重県の魚類図鑑」；吉村ほか（2025）Ichthy, Nat Hist Fish Jpn 60:36-40，岩手県；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Moyofugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ゴマフキンチャクフグ,Canthigaster amboinensis (Bleeker 1864),"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；和田ほか（2025）Mikuraensis 14:5-54，御蔵島
",Gomafukinchakufugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ハナキンチャクフグ,Canthigaster axiologus Whitley 1931,"
本村ほか（2013）「硫黄島・竹島の魚類」；岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；小枝ほか（2020）「大隅市場魚類図鑑」；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；畠中ほか（2025）Ichthy, Nat Hist Fish Jpn 56:8-30，宇治群島；木村・笹木（2025）「三重県の魚類図鑑」
",Hanakinchakufugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,カザリキンチャクフグ,Canthigaster bennetti (Bleeker 1854),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；萩原（2022）横須賀市博物館資料集46:1-127，加計呂麻島
",Kazarikinchakufugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ヒメキンチャクフグ,Canthigaster compressa (Marion de Procé 1822),"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」
",Himekinchakufugu,"フグ目
Tetraodontiformes"
